customer_id,gender,senior_citizen,partner,dependents,signup_date,tenure_months,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_tickets,has_support_ticket,avg_satisfaction_score,avg_monthly_data_gb,avg_monthly_call_minutes,tenure_bucket,annual_revenue_at_risk,total_addons_subscribed,is_churned
2636-ALXXZ,Female,1,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,2,Yes,2.5,29.9,819,0-1 Year,835.2,0,1
2636-OHFMN,Male,0,Yes,No,02-03-2024,4,Month-to-month,Yes,Electronic check,48.55,201,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,2,Yes,2.5,53.975,759.5,0-1 Year,582.6,3,1
2636-SJDOU,Male,0,No,No,29-03-2019,64,One year,Yes,Credit card (automatic),84.3,5289.05,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,0,No,0,75.75417,630.08333,4+ Years,0,2,0
2637-FKFSY,Female,0,Yes,No,01-04-2024,3,Month-to-month,Yes,Mailed check,46.1,130.15,No,Yes,No,DSL,No,No,No,No,No,No,2,Yes,3.5,108.23333,733,0-1 Year,0,0,0
2639-UGMAZ,Male,1,No,No,31-08-2018,71,One year,Yes,Electronic check,56.45,3985.35,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,2,Yes,1.5,70.48333,613.70833,4+ Years,0,4,0
2640-LYMOV,Male,0,No,No,01-05-2024,2,Month-to-month,Yes,Mailed check,19.65,38.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,56.85,561.5,0-1 Year,0,0,0
2640-PMGFL,Male,0,No,Yes,12-04-2022,27,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,2,Yes,4.5,73.80417,568.16667,2-3 Years,954,1,1
2642-DTVCO,Male,1,No,No,04-10-2023,9,Month-to-month,Yes,Electronic check,85.05,746.5,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2,Yes,4.5,70.36667,668,0-1 Year,1020.6,1,1
2642-MAWLJ,Female,0,Yes,Yes,16-07-2021,36,Two year,No,Bank transfer (automatic),20.25,717.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,74.79583,669.70833,2-3 Years,0,0,0
2645-QTLMB,Male,0,No,No,03-12-2023,7,Month-to-month,Yes,Electronic check,94.25,669,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,2.6667,61.9,643.57143,0-1 Year,1131,3,1
2649-HWLYB,Male,0,Yes,No,27-02-2019,65,Two year,No,Bank transfer (automatic),76.15,4929.55,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,3,Yes,4.6667,66.65833,650.45833,4+ Years,0,4,0
2650-GYRYL,Male,0,Yes,Yes,14-10-2021,33,One year,Yes,Bank transfer (automatic),19.45,600.25,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4.5,59.53333,553.375,2-3 Years,0,0,0
2651-ZCBXV,Male,0,No,No,23-01-2020,54,Two year,Yes,Credit card (automatic),108,5760.65,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1,Yes,5,75.7625,757.41667,4+ Years,0,5,0
2654-VBVPB,Female,0,No,No,31-05-2024,1,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,2.25,10,509,0-1 Year,0,0,0
2656-FMOKZ,Female,1,No,No,07-04-2023,15,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,Yes,2.5,84.63333,674.06667,1-2 Years,893.4,0,1
2656-TABEH,Male,0,Yes,No,02-03-2024,4,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,3,72.05,304,0-1 Year,1202.4,3,1
2657-ALMWY,Female,1,Yes,No,12-05-2022,26,Month-to-month,No,Electronic check,84.95,2169.75,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,1,Yes,5,77.0875,549.375,2-3 Years,1019.4,2,1
2657-VPXTA,Female,0,Yes,Yes,04-09-2023,10,Month-to-month,Yes,Electronic check,88.85,929.45,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,3,91.72,678.9,0-1 Year,0,2,0
2659-VXMWZ,Male,0,Yes,Yes,29-12-2018,67,One year,Yes,Electronic check,111.3,7482.1,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,Yes,2,67.38333,548,4+ Years,1335.6,5,1
2660-EMUBI,Male,1,No,No,04-09-2023,10,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,3.6667,82.99,721.9,0-1 Year,1144.2,2,1
2661-GKBTK,Male,0,Yes,Yes,27-07-2019,60,Two year,No,Bank transfer (automatic),76.95,4543.95,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,3,Yes,2.3333,63.13333,571.75,4+ Years,0,4,0
2662-NNTDK,Male,0,No,No,27-02-2019,65,One year,No,Credit card (automatic),24.8,1600.95,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,76.55833,492.70833,4+ Years,0,0,0
2664-XJZNO,Male,0,Yes,Yes,01-08-2018,72,Two year,Yes,Credit card (automatic),104.9,7559.55,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3.3333,92.41667,546.41667,4+ Years,0,5,0
2665-NPTGL,Female,1,Yes,No,12-05-2022,26,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,Yes,1,71.95417,681.5,2-3 Years,0,3,0
2667-WYLWJ,Female,0,Yes,Yes,03-11-2023,8,One year,Yes,Mailed check,19.75,145,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,120.7625,518.75,0-1 Year,237,0,1
2668-TZSPS,Male,0,No,No,31-05-2024,1,Month-to-month,No,Mailed check,20.45,20.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,112.3,1062,0-1 Year,0,0,0
2669-OIDSD,Female,0,Yes,No,21-07-2020,48,Month-to-month,Yes,Credit card (automatic),100.05,4834,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,No,0,91.9125,527.08333,3-4 Years,0,4,0
2669-QVCRG,Female,0,No,No,16-02-2021,41,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0,No,0,65.24167,691.75,3-4 Years,0,1,0
2672-DZUOY,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,No,No phone service,DSL,No,No,No,No,No,No,2,Yes,3.5,5.4,1106,0-1 Year,301.8,0,1
2672-HUYVI,Female,0,No,No,02-01-2024,6,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,3,89.98333,551.16667,0-1 Year,1093.2,2,1
2672-OJQZP,Female,0,No,No,31-05-2024,1,Month-to-month,No,Mailed check,44.75,44.75,No,Yes,No,DSL,No,No,No,No,No,No,0,No,0,135.9,223,0-1 Year,0,0,0
2672-TGEFF,Female,0,Yes,Yes,16-06-2021,37,Month-to-month,Yes,Electronic check,88.8,3340.55,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2,Yes,2,64.99583,739.79167,3-4 Years,0,2,0
2673-CXQEU,Female,1,No,No,24-11-2019,56,One year,No,Electronic check,110.5,6139.5,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,No,0,71.85,685.375,4+ Years,0,5,0
2673-ZALNP,Female,0,No,No,03-12-2023,7,One year,No,Mailed check,19.9,173.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,2.5,61.72857,439.71429,0-1 Year,0,0,0
2674-MIAHT,Female,0,No,No,02-03-2024,4,Month-to-month,Yes,Mailed check,80.3,324.2,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0,No,0,97.7,283,0-1 Year,0,1,0
2674-MLXMN,Female,1,No,No,31-08-2018,71,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,3,79.97083,613.04167,4+ Years,0,3,0
2675-DHUTR,Male,1,Yes,No,25-09-2019,58,Month-to-month,Yes,Electronic check,98.9,5780.7,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,Yes,1,83.47083,602.45833,4+ Years,0,3,0
2675-IJRGJ,Male,0,No,No,22-02-2020,53,Two year,No,Bank transfer (automatic),19.65,978,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,73.59167,601.41667,4+ Years,0,0,0
2675-OTVVJ,Male,1,Yes,No,13-12-2021,31,Month-to-month,No,Electronic check,89.45,2807.65,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,3,Yes,3.6667,68.4625,742.875,2-3 Years,0,2,0
2676-ISHSF,Male,0,No,No,31-05-2024,1,Month-to-month,No,Mailed check,20.3,20.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,59.9,322,0-1 Year,0,0,0
2676-OXPPQ,Male,0,No,No,02-01-2024,6,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,No,Yes,No,DSL,Yes,Yes,No,No,No,No,1,Yes,2,92.35,659.83333,0-1 Year,0,2,0
2676-SSLTO,Male,0,No,No,21-06-2020,49,Two year,Yes,Bank transfer (automatic),66.15,3199,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,0,No,0,64.82917,576.5,4+ Years,0,2,0
2680-XKKNJ,Female,0,No,No,03-11-2023,8,One year,No,Bank transfer (automatic),58.2,469.25,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,4,Yes,3.25,91.725,757.25,0-1 Year,0,3,0
2682-KEVRP,Female,1,No,No,09-09-2022,22,One year,Yes,Mailed check,20.05,417,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3.5,75.26364,665.63636,1-2 Years,0,0,0
2683-BPJSO,Male,0,Yes,No,11-02-2022,29,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,1,Yes,3,71.16667,625.5,2-3 Years,1013.4,2,1
2683-JXWQQ,Male,0,Yes,Yes,27-06-2019,61,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,0,No,0,70.22083,652.66667,4+ Years,0,2,0
2684-EIWEO,Female,1,No,No,12-01-2022,30,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,3,Yes,1.3333,68.81667,607.29167,2-3 Years,1100.4,3,1
2685-SREOM,Female,0,Yes,Yes,11-06-2022,25,Month-to-month,Yes,Electronic check,89.1,2368.4,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,3,Yes,2.3333,73.7875,568.66667,2-3 Years,1069.2,2,1
2688-BHGOG,Male,1,No,No,04-10-2023,9,Month-to-month,Yes,Electronic check,79.55,718.55,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,1,72.35556,580.33333,0-1 Year,0,1,0
2690-DVRVK,Male,0,Yes,Yes,01-02-2024,5,One year,No,Electronic check,20.55,99.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,87.74,335,0-1 Year,0,0,0
2691-NZETQ,Male,0,No,No,04-10-2023,9,Month-to-month,Yes,Electronic check,85.35,758.6,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2,Yes,3,70.73333,607.33333,0-1 Year,1024.2,1,1
2692-AQCPF,Female,0,Yes,No,27-02-2019,65,One year,Yes,Credit card (automatic),108.05,7118.9,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,No,0,84.40417,653.58333,4+ Years,0,5,0
2692-BUCFV,Male,1,No,No,11-02-2022,29,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,2,72.79583,600.58333,2-3 Years,0,4,0
2692-PFYTJ,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,25.75,25.75,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,137.3,816,0-1 Year,0,0,0
2694-CIUMO,Female,0,No,No,06-07-2023,12,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,1,Yes,5,60.9,738.33333,0-1 Year,0,1,0
2696-ECXKC,Female,0,Yes,Yes,24-12-2019,55,One year,No,Mailed check,100.9,5448.6,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,2,Yes,1,50.3,726.08333,4+ Years,0,3,0
2696-NARTR,Male,0,No,No,05-08-2023,11,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,3,Yes,4.3333,95.90909,563.18182,0-1 Year,886.2,1,1
2696-RZVZW,Male,0,Yes,No,29-11-2018,68,Two year,No,Credit card (automatic),25.05,1629.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,96.0625,654.625,4+ Years,0,0,0
2697-NQBPF,Male,0,No,No,14-09-2021,34,Month-to-month,Yes,Electronic check,105.35,3540.65,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0,No,0,58.62083,708.08333,2-3 Years,0,4,0
2700-LUEVA,Male,0,No,No,31-05-2024,1,Month-to-month,No,Credit card (automatic),20.75,20.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,137.3,841,0-1 Year,0,0,0
2703-AMTUL,Male,0,Yes,Yes,16-07-2021,36,One year,No,Mailed check,53.65,1939.35,No,Yes,No,DSL,Yes,Yes,No,No,No,No,0,No,0,70.59167,752.29167,2-3 Years,0,2,0
2706-QZIHY,Female,0,Yes,No,07-04-2023,15,Two year,No,Mailed check,25.2,387.9,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,66.84,668.86667,1-2 Years,0,0,0
2709-UQGNP,Male,0,No,No,04-09-2023,10,Month-to-month,Yes,Mailed check,51.65,524.5,No,Yes,No,DSL,Yes,No,No,No,No,No,0,No,0,66.53,540.3,0-1 Year,0,1,0
2710-WYVXG,Female,0,No,No,01-04-2024,3,Two year,No,Mailed check,71.1,213.35,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,4,Yes,2.25,53.53333,461.33333,0-1 Year,0,4,0
2712-SYWAY,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,25.7,25.7,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,145.9,735,0-1 Year,0,0,0
2716-GFZOR,Male,0,Yes,No,18-12-2020,43,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,3,Yes,4.6667,84.0375,548.95833,3-4 Years,0,3,0
2717-HVIZY,Female,0,No,Yes,03-11-2023,8,Month-to-month,No,Mailed check,20.05,163.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,54.9625,468.875,0-1 Year,0,0,0
2718-GAXQD,Female,1,Yes,Yes,02-03-2024,4,Month-to-month,No,Electronic check,46,181.6,Yes,Yes,No,DSL,No,No,No,No,No,No,1,Yes,4,64.35,1110.75,0-1 Year,552,0,1
2718-YSKCS,Male,0,Yes,Yes,31-08-2018,71,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,83.7875,610.5,4+ Years,0,0,0
2719-BDAQO,Male,0,No,No,06-02-2023,17,Month-to-month,No,Electronic check,93.85,1625.65,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,2,Yes,2.5,62.08235,707.17647,1-2 Years,1126.2,3,1
2720-FVBQP,Female,0,Yes,Yes,02-01-2024,6,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No,Yes,Yes,DSL,No,No,No,No,No,No,1,Yes,2,72.91667,581.66667,0-1 Year,0,0,0
2720-WGKHP,Male,1,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,94,181.7,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,3.5,122,515,0-1 Year,1128,2,1
2722-JMONI,Female,1,Yes,No,31-05-2024,1,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,Yes,No,DSL,Yes,No,No,No,No,No,3,Yes,2.6667,135.8,341,0-1 Year,594.6,1,1
2722-VOJQL,Male,0,No,No,29-03-2019,64,One year,Yes,Credit card (automatic),105.65,6903.1,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2,Yes,3.5,74.90417,682.20833,4+ Years,1267.8,4,1
2724-FJDYW,Male,0,No,Yes,17-04-2021,39,One year,No,Bank transfer (automatic),54.85,2191.7,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,4,Yes,2.75,70.21667,505.625,3-4 Years,0,4,0
2725-IWWBA,Male,0,Yes,Yes,19-09-2020,46,One year,No,Mailed check,56.9,2560.1,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,1,Yes,1,82.20833,679.29167,3-4 Years,0,3,0
2725-KXXWT,Male,0,Yes,No,31-05-2024,1,Month-to-month,Yes,Electronic check,90.75,90.75,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,1,38,884,0-1 Year,1089,2,1
2725-TTRIQ,Female,0,Yes,Yes,01-08-2018,72,Two year,Yes,Bank transfer (automatic),84.2,5986.55,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2,Yes,3.5,73.95833,545.625,4+ Years,0,5,0
2729-VNVAP,Female,0,Yes,Yes,14-10-2021,33,Two year,No,Credit card (automatic),19.8,641.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,69.68333,568.16667,2-3 Years,0,0,0
2731-GJRDG,Female,0,No,No,13-11-2021,32,One year,Yes,Bank transfer (automatic),109.55,3608,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2,Yes,5,88.30833,571.25,2-3 Years,0,5,0
2732-ISEZX,Female,0,No,No,01-02-2024,5,Month-to-month,Yes,Mailed check,20.5,104.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,74.36,559,0-1 Year,0,0,0
2737-WFVYW,Female,0,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,45.25,85.5,Yes,No,No phone service,DSL,No,No,No,No,Yes,Yes,3,Yes,4,52.05,711.5,0-1 Year,543,2,1
2737-YNGYW,Female,0,No,No,01-05-2024,2,Month-to-month,No,Electronic check,80.55,184.1,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Yes,2.3333,13.85,582.5,0-1 Year,966.6,1,1
2739-CACDQ,Female,1,No,No,06-02-2023,17,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0,No,0,74.55882,567.94118,1-2 Years,0,1,0
2739-CCZMB,Male,0,No,Yes,01-02-2024,5,Month-to-month,No,Credit card (automatic),20.35,122,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,90.4,585.6,0-1 Year,0,0,0
2740-JFBOK,Male,0,No,No,04-09-2023,10,Month-to-month,Yes,Electronic check,24,226.55,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,65.84,760.2,0-1 Year,0,0,0
2740-TVLFN,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,50.15,50.15,No,Yes,Yes,DSL,No,No,No,No,No,No,1,Yes,3,57.8,768,0-1 Year,0,0,0
2746-DIJLO,Female,0,No,No,16-02-2021,41,One year,Yes,Credit card (automatic),56.3,2364,No,Yes,Yes,DSL,No,Yes,No,No,No,No,1,Yes,5,83.64167,656.41667,3-4 Years,0,1,0
2748-MYRVK,Female,0,No,No,28-04-2019,63,One year,No,Bank transfer (automatic),99.9,6137,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,1.3333,68.40833,599.41667,4+ Years,1198.8,3,1
2749-CTKAJ,Male,0,Yes,Yes,09-09-2022,22,One year,No,Mailed check,20.15,419.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,87.65455,682.81818,1-2 Years,0,0,0
2750-BJLSB,Female,0,No,No,20-08-2020,47,One year,Yes,Electronic check,103.7,4730.6,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2,Yes,2,71.37083,670.54167,3-4 Years,0,5,0
2753-JMMCV,Male,0,No,No,27-02-2019,65,Two year,Yes,Credit card (automatic),74.2,4805.65,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,3,Yes,2,81.75833,609.125,4+ Years,0,4,0
2754-SDJRD,Female,1,No,No,03-11-2023,8,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1,Yes,4,72.5375,474.875,0-1 Year,0,3,0
2754-VDLTR,Male,0,No,Yes,04-09-2023,10,Month-to-month,No,Electronic check,95.2,930.4,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,4,64.46,682.1,0-1 Year,1142.4,2,1
2754-XBHTB,Female,0,No,No,04-10-2023,9,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,2,Yes,3,69.37778,484.55556,0-1 Year,931.8,1,1
2758-RNWXS,Male,0,No,No,15-08-2021,35,One year,Yes,Electronic check,89.2,3251.3,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,0,No,0,81.8875,658.70833,2-3 Years,0,3,0
2761-OCIAX,Male,1,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,74.7,165.4,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,2,Yes,2,104.1,302,0-1 Year,896.4,1,1
2761-XECQW,Male,1,Yes,No,03-11-2023,8,Month-to-month,Yes,Mailed check,43.35,371.4,No,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,0,No,0,101.2375,659.625,0-1 Year,0,3,0
2770-NSVDG,Male,0,Yes,No,11-07-2022,24,Month-to-month,No,Electronic check,29.1,688,No,No,No phone service,DSL,No,No,Yes,No,No,No,2,Yes,1.5,73.48333,696.95833,1-2 Years,0,1,0
2773-MADBQ,Female,0,No,No,16-07-2021,36,Two year,Yes,Mailed check,53.1,1901.25,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,0,No,0,82.18333,706.45833,2-3 Years,0,5,0
2773-OVBPK,Male,0,Yes,No,29-12-2018,67,Two year,Yes,Bank transfer (automatic),111.3,7567.2,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,Yes,2,71.5375,834.16667,4+ Years,0,5,0
2774-LVQUS,Female,1,Yes,No,07-04-2023,15,Month-to-month,Yes,Electronic check,83.05,1258.3,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,2,Yes,1,54.10667,645.86667,1-2 Years,996.6,2,1
2775-SEFEE,Male,0,No,Yes,30-06-2024,0,Two year,Yes,Bank transfer (automatic),61.9,61.9,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2,Yes,5,0,0,0-1 Year,0,3,0
2777-PHDEI,Female,0,No,No,31-05-2024,1,Month-to-month,No,Electronic check,78.05,78.05,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Yes,2,54.8,1194,0-1 Year,936.6,1,1
2778-OCLGR,Male,1,Yes,No,11-07-2022,24,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes,No,No phone service,DSL,Yes,No,No,No,No,Yes,2,Yes,4,75.55417,709.25,1-2 Years,469.2,2,1
2782-JEEBU,Male,0,No,No,09-10-2022,21,Month-to-month,Yes,Mailed check,36,780.15,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,1,Yes,3,72.84762,588,1-2 Years,0,2,0
2782-LFZVW,Female,0,No,No,05-08-2023,11,Month-to-month,Yes,Mailed check,58.95,601.6,No,Yes,Yes,DSL,No,No,No,No,No,Yes,2,Yes,2.5,78.54545,641.45455,0-1 Year,0,1,0
2786-GCDPI,Female,1,No,No,22-05-2020,50,Month-to-month,Yes,Electronic check,104.95,5222.35,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,Yes,3,72.19167,545.08333,4+ Years,0,4,0
2788-CJQAQ,Male,0,No,No,06-06-2023,13,One year,No,Mailed check,19.45,270.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,3.25,68.55385,502.38462,1-2 Years,0,0,0
2789-CZANW,Female,0,Yes,Yes,29-03-2019,64,Two year,No,Bank transfer (automatic),110.3,6997.3,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,2,Yes,2,82.82917,567.125,4+ Years,0,5,0
2789-HQBOU,Male,0,No,No,01-04-2024,3,Month-to-month,Yes,Electronic check,80.35,253.8,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,No,0,108.53333,687.66667,0-1 Year,0,1,0
2790-XUYMV,Male,0,No,Yes,31-08-2018,71,One year,Yes,Credit card (automatic),85.45,6028.95,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,4,Yes,1.75,52.45417,534.125,4+ Years,0,2,0
2791-SFVEW,Female,0,No,No,04-10-2023,9,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1,86.22222,705.55556,0-1 Year,0,0,0
2792-LSHWX,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,83.4,83.4,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,0,No,0,118.2,1076,0-1 Year,0,3,0
2792-VPPET,Male,0,No,No,01-04-2024,3,Month-to-month,Yes,Electronic check,20.5,76.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,98.4,1116,0-1 Year,0,0,0
2794-XIMMO,Male,0,Yes,No,22-02-2020,53,One year,Yes,Electronic check,60.45,3184.25,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1,Yes,1,72.49167,625.25,4+ Years,725.4,5,1
2796-NNUFI,Female,0,Yes,Yes,19-09-2020,46,Two year,Yes,Mailed check,19.95,927.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,84.12083,707.375,3-4 Years,0,0,0
